Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,combined_text
369,Greening the Economy: Sustainable Cities,Lund University,COURSE,4.6,Beginner,56000.0,greening the economy sustainable cities lund university course beginner
757,Guitar for Beginners,Berklee College of Music,COURSE,4.8,Mixed,210000.0,guitar for beginners berklee college of music course mixed
710,Gut Check: Exploring Your Microbiome,University of California San Diego,COURSE,4.7,Mixed,62000.0,gut check exploring your microbiome university of california san diego course mixed
329,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.8,Mixed,240000.0,html css and javascript for web developers johns hopkins university course mixed
231,Habilidades Gerenciales,Universidad Nacional Autónoma de México,SPECIALIZATION,4.7,Beginner,43000.0,habilidades gerenciales universidad nacional autnoma de mxico specialization beginner
785,Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,COURSE,4.8,Mixed,62000.0,hacia una prctica constructivista en el aula pontificia universidad catlica de chile course mixed
803,Hardware Description Languages for FPGA Design,University of Colorado Boulder,COURSE,4.2,Intermediate,7400.0,hardware description languages for fpga design university of colorado boulder course intermediate
429,Healing with the Arts,University of Florida,COURSE,4.6,Mixed,39000.0,healing with the arts university of florida course mixed
244,Health Informatics,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,8100.0,health informatics johns hopkins university specialization beginner
739,Health Information Literacy for Data Analytics,"University of California, Davis",SPECIALIZATION,4.5,Intermediate,5400.0,health information literacy for data analytics university of california davis specialization intermediate
373,Healthcare Law,University of Pennsylvania,SPECIALIZATION,4.7,Intermediate,1700.0,healthcare law university of pennsylvania specialization intermediate
423,Healthcare Marketplace,University of Minnesota,SPECIALIZATION,4.4,Beginner,36000.0,healthcare marketplace university of minnesota specialization beginner
596,Healthcare Organization Operations,Rutgers the State University of New Jersey,SPECIALIZATION,4.6,Beginner,5500.0,healthcare organization operations rutgers the state university of new jersey specialization beginner
845,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,COURSE,4.8,Mixed,46000.0,high performance collaboration leadership teamwork and negotiation northwestern university course mixed
700,Homeland Security and Cybersecurity,University of Colorado System,SPECIALIZATION,4.7,Beginner,5500.0,homeland security and cybersecurity university of colorado system specialization beginner
177,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,SPECIALIZATION,4.6,Beginner,28000.0,hotel management distribution revenue and demand management essec business school specialization beginner
554,How Things Work: An Introduction to Physics,University of Virginia,COURSE,4.8,Intermediate,170000.0,how things work an introduction to physics university of virginia course intermediate
767,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.3,Mixed,140000.0,how to create a website in a weekend projectcentered course the state university of new york course mixed
609,How to Start Your Own Business,Michigan State University,SPECIALIZATION,4.1,Beginner,34000.0,how to start your own business michigan state university specialization beginner
52,Human Resource Management: HR for People Managers,University of Minnesota,SPECIALIZATION,4.7,Beginner,98000.0,human resource management hr for people managers university of minnesota specialization beginner
34,IBM AI Engineering,IBM,PROFESSIONAL CERTIFICATE,4.6,Intermediate,140000.0,ibm ai engineering ibm professional certificate intermediate
571,IBM AI Enterprise Workflow,IBM,SPECIALIZATION,4.4,Advanced,3500.0,ibm ai enterprise workflow ibm specialization advanced
12,IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,220000.0,ibm applied ai ibm professional certificate beginner
408,IBM Customer Engagement Specialist Professional Certificate,IBM,COURSE,4.8,Beginner,3300.0,ibm customer engagement specialist professional certificate ibm course beginner
0,IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,480000.0,ibm data science ibm professional certificate beginner
98,IT Fundamentals for Cybersecurity,IBM,SPECIALIZATION,4.5,Beginner,35000.0,it fundamentals for cybersecurity ibm specialization beginner
476,IT Security: Defense against the digital dark arts,Google,COURSE,4.8,Beginner,62000.0,it security defense against the digital dark arts google course beginner
856,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,COURSE,4.9,Beginner,1700.0,identifying monitoring and analyzing risk and incident response and recovery isc course beginner
562,Implementación del Marketing Mix,IE Business School,SPECIALIZATION,4.7,Beginner,23000.0,implementacin del marketing mix ie business school specialization beginner
640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.6,Beginner,2200.0,implementing rpa with cognitive automation and analytics automation anywhere specialization beginner
36,Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,610000.0,improve your english communication skills georgia institute of technology specialization beginner
123,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,270000.0,improving deep neural networks hyperparameter tuning regularization and optimization deeplearningai course beginner
748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.4,Beginner,18000.0,improving leadership  governance in nonprofit organizations luther college at the university of regina specialization beginner
318,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,COURSE,4.9,Beginner,79000.0,in the studio postwar abstract painting the museum of modern art course beginner
110,Indigenous Canada,University of Alberta,COURSE,4.8,Mixed,51000.0,indigenous canada university of alberta course mixed
572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.5,Beginner,34000.0,industrial iot on google cloud platform google cloud course beginner
401,Infectious Disease Modelling,Imperial College London,SPECIALIZATION,5.0,Intermediate,1600.0,infectious disease modelling imperial college london specialization intermediate
805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.4,Intermediate,12000.0,influencer marketing strategy rutgers the state university of new jersey course intermediate
224,"Influencing: Storytelling, Change Management and Governance",Macquarie University,SPECIALIZATION,4.8,Beginner,22000.0,influencing storytelling change management and governance macquarie university specialization beginner
549,Information Security: Context and Introduction,"Royal Holloway, University of London",COURSE,4.6,Beginner,32000.0,information security context and introduction royal holloway university of london course beginner
537,Information Visualization,New York University,SPECIALIZATION,4.6,Beginner,10000.0,information visualization new york university specialization beginner
485,Information​ ​Systems,University of Minnesota,SPECIALIZATION,4.7,Beginner,16000.0,information systems university of minnesota specialization beginner
169,Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,180000.0,initiating and planning projects university of california irvine course mixed
365,Innovation Management,Erasmus University Rotterdam,COURSE,4.6,Beginner,40000.0,innovation management erasmus university rotterdam course beginner
747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.8,Beginner,10000.0,innovation through design think make break repeat the university of sydney course beginner
673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Beginner,25000.0,innovation from creativity to entrepreneurship university of illinois at urbanachampaign specialization beginner
219,Inspirational Leadership: Leading with Sense,HEC Paris,SPECIALIZATION,4.5,Beginner,72000.0,inspirational leadership leading with sense hec paris specialization beginner
184,Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,97000.0,inspired leadership case western reserve university specialization intermediate
443,Inspiring and Motivating Individuals,University of Michigan,COURSE,4.8,Mixed,85000.0,inspiring and motivating individuals university of michigan course mixed
345,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,COURSE,4.2,Mixed,12000.0,instructional design foundations and applications university of illinois at urbanachampaign course mixed
837,Instructional Methods in Health Professions Education,University of Michigan,COURSE,4.6,Intermediate,9700.0,instructional methods in health professions education university of michigan course intermediate
171,Integrative Health and Medicine,University of Minnesota,SPECIALIZATION,4.8,Beginner,14000.0,integrative health and medicine university of minnesota specialization beginner
120,Intellectual Property Law,University of Pennsylvania,SPECIALIZATION,4.8,Intermediate,8700.0,intellectual property law university of pennsylvania specialization intermediate
128,Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,150000.0,interaction design university of california san diego specialization intermediate
762,Intercultural Management,ESCP Business School,COURSE,4.6,Beginner,6500.0,intercultural management escp business school course beginner
451,International Business Essentials,University of London,SPECIALIZATION,4.5,Intermediate,22000.0,international business essentials university of london specialization intermediate
701,International Cyber Conflicts,The State University of New York,COURSE,4.4,Mixed,25000.0,international cyber conflicts the state university of new york course mixed
404,International Humanitarian Law in Theory and Practice,Kalshoven-Gieskes Forum,COURSE,4.8,Beginner,22000.0,international humanitarian law in theory and practice kalshovengieskes forum course beginner
579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,COURSE,4.8,Mixed,36000.0,international law in action a guide to the international courts and tribunals in the hague universiteit leiden course mixed
280,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,COURSE,4.8,Mixed,19000.0,international law in action the arbitration of international disputes universiteit leiden course mixed
228,International Leadership and Organizational Behavior,Università Bocconi,COURSE,4.8,Mixed,41000.0,international leadership and organizational behavior universit bocconi course mixed
615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.6,Beginner,26000.0,international marketing  cross industry growth yonsei university specialization beginner
346,International Organizations Management,University of Geneva,COURSE,4.8,Beginner,20000.0,international organizations management university of geneva course beginner
447,International Security Management,Erasmus University Rotterdam,COURSE,4.5,Beginner,2200.0,international security management erasmus university rotterdam course beginner
193,International Women's Health and Human Rights,Stanford University,COURSE,4.9,Beginner,35000.0,international womens health and human rights stanford university course beginner
593,International migrations: a global issue,Sciences Po,COURSE,4.6,Beginner,11000.0,international migrations a global issue sciences po course beginner
667,Internet Connection: How to Get Online?,Cisco,COURSE,4.7,Beginner,36000.0,internet connection how to get online cisco course beginner
834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.8,Mixed,38000.0,internet giants the law and economics of media platforms the university of chicago course mixed
582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.6,Intermediate,66000.0,interviewing and resume writing in english university of maryland college park specialization intermediate
495,Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140000.0,introduccin a data science programacin estadstica con r universidad nacional autnoma de mxico course beginner
327,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100000.0,introduccin a la programacin en python i aprendiendo a programar con python pontificia universidad catlica de chile course beginner
844,Introduction aux Droits de l’Homme,University of Geneva,COURSE,4.8,Mixed,46000.0,introduction aux droits de lhomme university of geneva course mixed
830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.8,Mixed,60000.0,introduction to ableton live berklee college of music course mixed
427,Introduction to Artificial Intelligence (AI),IBM,COURSE,4.7,Beginner,44000.0,introduction to artificial intelligence ai ibm course beginner
862,Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160000.0,introduction to big data university of california san diego course mixed
608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.7,Beginner,16000.0,introduction to blockchain technologies insead course beginner
620,Introduction to Breast Cancer,Yale University,COURSE,4.9,Mixed,27000.0,introduction to breast cancer yale university course mixed
713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,14000.0,introduction to business analytics communicating with data university of illinois at urbanachampaign course intermediate
664,Introduction to CSS3,University of Michigan,COURSE,4.8,Mixed,84000.0,introduction to css university of michigan course mixed
412,Introduction to Calculus,The University of Sydney,COURSE,4.8,Intermediate,53000.0,introduction to calculus the university of sydney course intermediate
879,Introduction to Chemistry:  Reactions and Ratios,Duke University,COURSE,4.8,Beginner,46000.0,introduction to chemistry  reactions and ratios duke university course beginner
421,Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150000.0,introduction to classical music yale university course mixed
594,Introduction to Cloud Computing,IBM,COURSE,4.6,Beginner,2600.0,introduction to cloud computing ibm course beginner
780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.3,Beginner,20000.0,introduction to computer programming goldsmiths university of london course beginner
254,Introduction to Computer Science and Programming,"Goldsmiths, University of London",SPECIALIZATION,4.3,Beginner,32000.0,introduction to computer science and programming goldsmiths university of london specialization beginner
336,Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130000.0,introduction to corporate finance university of pennsylvania course mixed
723,Introduction to Cyber Attacks,New York University,COURSE,4.7,Beginner,27000.0,introduction to cyber attacks new york university course beginner
183,Introduction to Cyber Security,New York University,SPECIALIZATION,4.7,Beginner,32000.0,introduction to cyber security new york university specialization beginner
469,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,COURSE,4.5,Beginner,30000.0,introduction to cybersecurity tools  cyber attacks ibm course beginner
548,Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99000.0,introduction to data analysis using excel rice university course mixed
1,Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310000.0,introduction to data science ibm specialization beginner
187,Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390000.0,introduction to data science in python university of michigan course intermediate
253,Introduction to Dental Medicine,University of Pennsylvania,COURSE,4.8,Beginner,25000.0,introduction to dental medicine university of pennsylvania course beginner
196,Introduction to Discrete Mathematics for Computer Science,National Research University Higher School of Economics,SPECIALIZATION,4.4,Beginner,75000.0,introduction to discrete mathematics for computer science national research university higher school of economics specialization beginner
745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110000.0,introduction to electronics georgia institute of technology course mixed
649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.5,Intermediate,41000.0,introduction to embedded systems software and development environments university of colorado boulder course intermediate
628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150000.0,introduction to engineering mechanics georgia institute of technology course mixed
511,Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,COURSE,4.8,Mixed,34000.0,introduction to environmental law and policy the university of north carolina at chapel hill course mixed
204,Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200000.0,introduction to financial accounting university of pennsylvania course mixed
377,Introduction to Forensic Science,"Nanyang Technological University, Singapore",COURSE,4.9,Mixed,47000.0,introduction to forensic science nanyang technological university singapore course mixed
850,Introduction to Game Development,Michigan State University,COURSE,4.8,Mixed,79000.0,introduction to game development michigan state university course mixed
499,Introduction to Genetics and Evolution,Duke University,COURSE,4.8,Mixed,74000.0,introduction to genetics and evolution duke university course mixed
878,Introduction to Genomic Technologies,Johns Hopkins University,COURSE,4.6,Mixed,42000.0,introduction to genomic technologies johns hopkins university course mixed
307,Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220000.0,introduction to html university of michigan course mixed
774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.5,Beginner,54000.0,introduction to imagemaking california institute of the arts course beginner
689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.8,Beginner,6000.0,introduction to intellectual property university of pennsylvania course beginner
417,Introduction to International Criminal Law,Case Western Reserve University,COURSE,4.8,Mixed,82000.0,introduction to international criminal law case western reserve university course mixed
136,Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220000.0,introduction to marketing university of pennsylvania course mixed
340,Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270000.0,introduction to mathematical thinking stanford university course intermediate
533,Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87000.0,introduction to operations management university of pennsylvania course mixed
542,Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140000.0,introduction to personal branding university of virginia course beginner
235,Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370000.0,introduction to philosophy the university of edinburgh course mixed
617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.8,Mixed,11000.0,introduction to portfolio construction and analysis with python edhec business school course mixed
473,Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160000.0,introduction to probability and data duke university course beginner
190,Introduction to Programming in C,Duke University,SPECIALIZATION,4.7,Beginner,82000.0,introduction to programming in c duke university specialization beginner
308,Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270000.0,introduction to programming with matlab vanderbilt university course beginner
29,Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270000.0,introduction to psychology yale university course beginner
293,Introduction to Scripting in Python,Rice University,SPECIALIZATION,4.7,Beginner,49000.0,introduction to scripting in python rice university specialization beginner
729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.8,Advanced,39000.0,introduction to selfdriving cars university of toronto course advanced
339,Introduction to Spreadsheets and Models,University of Pennsylvania,COURSE,4.2,Mixed,76000.0,introduction to spreadsheets and models university of pennsylvania course mixed
766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.7,Beginner,12000.0,introduction to statistics  data analysis in public health imperial college london course beginner
312,Introduction to Sustainability,University of Illinois at Urbana-Champaign,COURSE,4.8,Mixed,69000.0,introduction to sustainability university of illinois at urbanachampaign course mixed
250,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,COURSE,4.8,Mixed,67000.0,introduction to systematic review and metaanalysis johns hopkins university course mixed
758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.7,Mixed,33000.0,introduction to systems engineering unsw sydney the university of new south wales course mixed
230,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150000.0,introduction to tensorflow for artificial intelligence machine learning and deep learning deeplearningai course intermediate
735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.8,Beginner,4100.0,introduction to thermodynamics transferring energy from here to there university of michigan course beginner
659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.0,Intermediate,13000.0,introduction to trading machine learning  gcp new york institute of finance course intermediate
557,Introduction to Typography,California Institute of the Arts,COURSE,4.8,Beginner,72000.0,introduction to typography california institute of the arts course beginner
428,Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87000.0,introduction to user experience design georgia institute of technology course beginner
744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.8,Beginner,16000.0,introduction to user experience principles and processes university of michigan course beginner
625,Introduction to Web Development,"University of California, Davis",COURSE,4.7,Beginner,76000.0,introduction to web development university of california davis course beginner
194,Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110000.0,introduction to the biology of cancer johns hopkins university course beginner
270,Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270000.0,introductory human physiology duke university course mixed
741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.9,Beginner,4500.0,introduo aos princpios e prticas da gesto de projetos universidade de so paulo specialization beginner
866,Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120000.0,introduo  cincia da computao com python parte  universidade de so paulo course beginner
80,Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99000.0,investment management university of geneva specialization beginner
147,Investment Management with Python and Machine Learning,EDHEC Business School,SPECIALIZATION,4.6,Beginner,14000.0,investment management with python and machine learning edhec business school specialization beginner
195,Investment and Portfolio Management,Rice University,SPECIALIZATION,4.5,Beginner,49000.0,investment and portfolio management rice university specialization beginner
639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.6,Beginner,4400.0,japanese for beginners  saint petersburg state university course beginner
45,Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380000.0,java programming and software engineering fundamentals duke university specialization beginner
518,Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160000.0,java programming solving problems with software duke university course beginner
586,Julia Scientific Programming,University of Cape Town,COURSE,4.5,Beginner,22000.0,julia scientific programming university of cape town course beginner
546,Kotlin for Java Developers,JetBrains,COURSE,4.7,Intermediate,37000.0,kotlin for java developers jetbrains course intermediate
516,L'excellence opérationnelle en pratique,ESSEC Business School,COURSE,4.7,Beginner,8000.0,lexcellence oprationnelle en pratique essec business school course beginner
750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.6,Beginner,6300.0,limpact investing la finance qui change le monde essec business school specialization beginner
654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.7,Beginner,17000.0,leadership development for engineers rice university specialization beginner
577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.7,Mixed,34000.0,leadership in st century organizations copenhagen business school course mixed
656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.8,Beginner,16000.0,leading healthcare quality and safety the george washington university course beginner
61,Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220000.0,leading people and teams university of michigan specialization beginner
755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.7,Intermediate,5900.0,leading for equity diversity and inclusion in higher education university of michigan course intermediate
433,Leading: Human Resource Management and Leadership,Macquarie University,SPECIALIZATION,4.8,Intermediate,16000.0,leading human resource management and leadership macquarie university specialization intermediate
155,Learn Chinese: HSK Test Preparation,Peking University,SPECIALIZATION,4.8,Beginner,43000.0,learn chinese hsk test preparation peking university specialization beginner
786,Learn English,Tsinghua University,SPECIALIZATION,4.3,Beginner,22000.0,learn english tsinghua university specialization beginner
394,Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",SPECIALIZATION,4.5,Intermediate,78000.0,learn english advanced academic speaking and listening university of california irvine specialization intermediate
271,Learn English: Advanced Grammar and Punctuation,"University of California, Irvine",SPECIALIZATION,4.8,Advanced,52000.0,learn english advanced grammar and punctuation university of california irvine specialization advanced
172,Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120000.0,learn english intermediate grammar university of california irvine specialization intermediate
360,Learn Mandarin Chinese,Shanghai Jiao Tong University,SPECIALIZATION,4.8,Beginner,39000.0,learn mandarin chinese shanghai jiao tong university specialization beginner
74,Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160000.0,learn sql basics for data science university of california davis specialization beginner
112,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",SPECIALIZATION,4.6,Beginner,80000.0,learn spanish basic spanish vocabulary university of california davis specialization beginner
260,Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180000.0,learn to program the fundamentals university of toronto course beginner
311,Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120000.0,learn to speak korean  yonsei university course beginner
90,Learning to Teach Online,UNSW Sydney (The University of New South Wales),COURSE,4.7,Beginner,68000.0,learning to teach online unsw sydney the university of new south wales course beginner
839,Legal Tech & Startups,IE Business School,COURSE,4.5,Intermediate,7200.0,legal tech  startups ie business school course intermediate
541,Les Fondamentaux de la Négociation,ESSEC Business School,COURSE,4.7,Beginner,10000.0,les fondamentaux de la ngociation essec business school course beginner
699,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.8,Intermediate,23000.0,liderazgo efectivo para el siglo xxi universidad de los andes specialization intermediate
843,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,COURSE,4.6,Mixed,29000.0,linear circuits  dc analysis georgia institute of technology course mixed
769,Love as a Force for Social Justice,Stanford University,COURSE,4.7,Beginner,14000.0,love as a force for social justice stanford university course beginner
181,Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290000.0,machine learning university of washington specialization intermediate
6,Machine Learning,Stanford University,COURSE,4.9,Mixed,0.0,machine learning stanford university course mixed
831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240000.0,machine learning foundations a case study approach university of washington course mixed
352,Machine Learning and Reinforcement Learning in Finance,New York University,SPECIALIZATION,3.7,Intermediate,29000.0,machine learning and reinforcement learning in finance new york university specialization intermediate
585,Machine Learning for All,University of London,COURSE,4.6,Beginner,19000.0,machine learning for all university of london course beginner
264,Machine Learning for Business Professionals,Google Cloud,COURSE,4.6,Intermediate,58000.0,machine learning for business professionals google cloud course intermediate
178,Machine Learning for Trading,Google Cloud,SPECIALIZATION,3.9,Intermediate,15000.0,machine learning for trading google cloud specialization intermediate
321,Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120000.0,machine learning with python ibm course intermediate
125,Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,SPECIALIZATION,4.5,Intermediate,72000.0,machine learning with tensorflow on google cloud platform google cloud specialization intermediate
791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.6,Beginner,78000.0,magic in the middle ages universitat de barcelona course beginner
435,Making Architecture,IE School of Architecture & Design,COURSE,4.7,Beginner,43000.0,making architecture ie school of architecture  design course beginner
73,Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120000.0,management of fashion and luxury companies universit bocconi course mixed
467,Managerial Accounting Fundamentals,University of Virginia,COURSE,4.9,Beginner,11000.0,managerial accounting fundamentals university of virginia course beginner
409,Managerial Economics and Business Analysis,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,55000.0,managerial economics and business analysis university of illinois at urbanachampaign specialization beginner
91,Managing Innovation and Design Thinking,HEC Paris,SPECIALIZATION,4.7,Beginner,23000.0,managing innovation and design thinking hec paris specialization beginner
556,Managing Project Risks and Changes,"University of California, Irvine",COURSE,4.7,Mixed,71000.0,managing project risks and changes university of california irvine course mixed
558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.5,Beginner,27000.0,managing social and human capital university of pennsylvania course beginner
796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.6,Beginner,47000.0,managing your health the role of physical therapy and exercise university of toronto course beginner
380,Market Research,"University of California, Davis",SPECIALIZATION,4.5,Beginner,22000.0,market research university of california davis specialization beginner
241,Marketing Digital,Universidade de São Paulo,COURSE,4.8,Beginner,81000.0,marketing digital universidade de so paulo course beginner
325,Marketing Digital,Universidad Austral,SPECIALIZATION,4.7,Beginner,39000.0,marketing digital universidad austral specialization beginner
449,Marketing Gerencial,Universidad de Chile,COURSE,4.7,Intermediate,49000.0,marketing gerencial universidad de chile course intermediate
140,Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93000.0,marketing mix implementation ie business school specialization beginner
211,Marketing Strategy,IE Business School,SPECIALIZATION,4.4,Beginner,57000.0,marketing strategy ie business school specialization beginner
669,Marketing Verde,Universidad de los Andes,COURSE,4.8,Mixed,58000.0,marketing verde universidad de los andes course mixed
367,Marketing con Redes Sociales,Tecnológico de Monterrey,SPECIALIZATION,4.4,Intermediate,60000.0,marketing con redes sociales tecnolgico de monterrey specialization intermediate
310,Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310000.0,marketing in a digital world university of illinois at urbanachampaign course beginner
550,Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280000.0,mastering data analysis in excel duke university course mixed
575,Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8400.0,mastering final cut pro learnquest course beginner
563,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52000.0,mastering software development in r johns hopkins university specialization beginner
840,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48000.0,materials science  things every engineer should know university of california davis course mixed
480,Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12000.0,mathematics for data science national research university higher school of economics specialization beginner
55,Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150000.0,mathematics for machine learning imperial college london specialization beginner
223,Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140000.0,mathematics for machine learning linear algebra imperial college london course beginner
528,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51000.0,mathematics for machine learning multivariate calculus imperial college london course beginner
873,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33000.0,mathematics for machine learning pca imperial college london course intermediate
